categoria,Imagen,producto,Formato,Precio
Fruta,https://prod-mercadona.imgix.net/images/e4a37940916985bf5ca166e266580c37.jpg?fit=crop&h=300&w=300,Plátano de Canarias IGP,Pieza 180 g aprox.,"0,28 €"
Fruta,https://prod-mercadona.imgix.net/images/69edef3541bbf3f4b7173c9d617a5698.jpg?fit=crop&h=300&w=300,Banana,Pieza 180 g aprox.,"0,25 €"
Fruta,https://prod-mercadona.imgix.net/images/c22baa2a17de06fbf8477ef25392b7ca.jpg?fit=crop&h=300&w=300,Plátano macho,Pieza 320 g aprox.,"0,94 €"
Fruta,https://prod-mercadona.imgix.net/images/5081f67084ee5b08aa7436aff8458ec6.jpg?fit=crop&h=300&w=300,Uva blanca sin semillas,Bandeja 500 g aprox.,"2,60 €"
Fruta,https://prod-mercadona.imgix.net/images/98e4fd079dd91dc002571376ea06762b.jpg?fit=crop&h=300&w=300,Uva roja sin semillas,Bandeja 500 g aprox.,"2,25 €"
Fruta,https://prod-mercadona.imgix.net/images/0badb0be855ae3b5d11d4750b92c765b.jpg?fit=crop&h=300&w=300,Manzana Golden,Pieza 200 g aprox.,"0,37 €"
Fruta,https://prod-mercadona.imgix.net/images/fff0b633705b0eb0bc77f9a5e1d45b3c.jpg?fit=crop&h=300&w=300,Manzanas Golden,"1,5 kg aprox.","2,40 €"
Fruta,https://prod-mercadona.imgix.net/images/ee3e71e5011511764af6ba3edc41f4d2.jpg?fit=crop&h=300&w=300,Pera Conferencia,Pieza 200 g aprox.,"0,52 €"
Fruta,https://prod-mercadona.imgix.net/images/51032a014399414f057b3020a930bf6b.jpg?fit=crop&h=300&w=300,Peras Conferencia,"1,5 kg aprox.","3,00 €"
Fruta,https://prod-mercadona.imgix.net/images/966d3b08efd621e942126a54e6b81ed4.jpg?fit=crop&h=300&w=300,Manzana roja dulce,Pieza 200 g aprox.,"0,41 €"
Fruta,https://prod-mercadona.imgix.net/images/72af5bfc30fcadef171074b4e1a0f420.jpg?fit=crop&h=300&w=300,Manzanas rojas dulces,"Bolsa 1,5 kg aprox.","2,63 €"
Fruta,https://prod-mercadona.imgix.net/images/8da98219dea475bc1170fe49a9afcbdf.jpg?fit=crop&h=300&w=300,Pera Ercolina,Pieza 110 g aprox.,"0,30 €"
Fruta,https://prod-mercadona.imgix.net/images/06e8c47d7373ac738378135cc9787b6b.jpg?fit=crop&h=300&w=300,Manzana Granny Smith,Pieza 210 g aprox.,"0,44 €"
Fruta,https://prod-mercadona.imgix.net/images/7be08c331cdd9aae806a258c5acc46af.jpg?fit=crop&h=300&w=300,Pera Rocha,Pieza 130 g aprox.,"0,34 €"
Fruta,https://prod-mercadona.imgix.net/images/dfb3b85109390b0bb0aab4f838c5ba89.jpg?fit=crop&h=300&w=300,Pera Limonera,Pieza 160 g aprox.,"0,44 €"
Fruta,https://prod-mercadona.imgix.net/images/d71e7589d780c62780f963398b5bd0a8.jpg?fit=crop&h=300&w=300,Manzana roja acidulce,Pieza 220 g aprox.,"0,49 €"
Fruta,https://prod-mercadona.imgix.net/images/e28ec37958397dd959653170ab0757e0.jpg?fit=crop&h=300&w=300,Manzanas rojas acidulces,"Bolsa 1,5 kg aprox.","2,46 €"
Fruta,https://prod-mercadona.imgix.net/images/3022ff8aa96d13f4d814dec4f06b8b4c.jpg?fit=crop&h=300&w=300,Medio melón piel de sapo,"1/2 Pieza 1,57 kg aprox.","3,61 €"
Fruta,https://prod-mercadona.imgix.net/images/bd4459355f58bc265a2c6720b688e3c3.jpg?fit=crop&h=300&w=300,Melón piel de sapo,"Pieza 3,51 kg aprox.","7,02 €"
Fruta,https://prod-mercadona.imgix.net/images/464898f33342e516d67642570227c2eb.jpg?fit=crop&h=300&w=300,Limones,Malla 1 kg,"2,15 €"
Fruta,https://prod-mercadona.imgix.net/images/c5c512407bc265ae901a3b8efc24ac23.jpg?fit=crop&h=300&w=300,Limón,Pieza 210 g aprox.,"0,49 €"
Fruta,https://prod-mercadona.imgix.net/images/f7c744eeadc68f28645c55dac23a136c.jpg?fit=crop&h=300&w=300,Mandarina,Pieza 130 g aprox.,"0,28 €"
Fruta,https://prod-mercadona.imgix.net/images/95edb6c60f13f4f6c82648ebb2aaeaff.jpg?fit=crop&h=300&w=300,Mandarinas,"Bandeja 1,5 kg","3,75 €"
Fruta,https://prod-mercadona.imgix.net/images/657e924a691e0f83ec0a31a47ee72742.jpg?fit=crop&h=300&w=300,Mandarina,Malla 2 kg,"3,00 €"
Fruta,https://prod-mercadona.imgix.net/images/0e0431fbcd08dac4b7df7dd034760193.jpg?fit=crop&h=300&w=300,Naranja para mesa,Pieza 310 g aprox.,"0,57 €"
Fruta,https://prod-mercadona.imgix.net/images/45e9468a6928470c2fef4b286fab0ccd.jpg?fit=crop&h=300&w=300,Naranjas,Malla 3 kg,"4,05 €"
Fruta,https://prod-mercadona.imgix.net/images/facf3a584cd2a42aa6ec5d88943e829a.jpeg?fit=crop&h=300&w=300,Naranjas,Malla 5 kg,"5,25 €"
Fruta,https://prod-mercadona.imgix.net/images/df502e5ff7cbbc260bfb2a4ae2a2a583.jpg?fit=crop&h=300&w=300,Pomelo,Pieza 300 g aprox.,"0,78 €"
Fruta,https://prod-mercadona.imgix.net/images/4ef3578443aaca373093fd54c4c0c822.jpg?fit=crop&h=300&w=300,Lima,Pieza 110 g aprox.,"0,45 €"
Fruta,https://prod-mercadona.imgix.net/images/32214f2eedbb801a0275c14de2fc7ff6.jpg?fit=crop&h=300&w=300,Kiwi verde,Pieza 100 g aprox.,"0,45 €"
Fruta,https://prod-mercadona.imgix.net/images/9c08be85d7f7fc1375935f5a09fb896d.jpg?fit=crop&h=300&w=300,Kiwis verdes,1 kg aprox.,"4,20 €"
Fruta,https://prod-mercadona.imgix.net/images/5bdb23b103ea75a34562a3bdf877024b.jpg?fit=crop&h=300&w=300,Aguacate,Pieza 190 g aprox.,"1,05 €"
Fruta,https://prod-mercadona.imgix.net/images/7d8aa2c77ec2f1adcd38326afd410e31.jpg?fit=crop&h=300&w=300,Aguacates,550 g aprox.,"2,92 €"
Fruta,https://prod-mercadona.imgix.net/images/9dd42248e51d82317d3e48eaa166d56e.jpg?fit=crop&h=300&w=300,Piña,"Pieza 1,71 kg aprox.","3,08 €"
Fruta,https://prod-mercadona.imgix.net/images/25e92555e3c315f0b9a0fab05dd9e8eb.jpg?fit=crop&h=300&w=300,Media piña,1/2 Pieza 750 g aprox.,"2,03 €"
Fruta,https://prod-mercadona.imgix.net/images/5c3a7d00a6c79339f48bae00593089ed.jpg?fit=crop&h=300&w=300,Guacamole Hacendado,Tarrina 500 g,"3,85 €"
Fruta,https://prod-mercadona.imgix.net/images/534186c0a94952f5b363f467580cf747.jpg?fit=crop&h=300&w=300,Guacamole Hacendado,Tarrina 200 g,"1,75 €"
Fruta,https://prod-mercadona.imgix.net/images/4752277b3e81b791947b5630a02ac815.jpg?fit=crop&h=300&w=300,Kiwis amarillos,500 g aprox.,"3,22 €"
Fruta,https://prod-mercadona.imgix.net/images/1b2fd343be56063400732e9e212256a5.jpeg?fit=crop&h=300&w=300,Mango,Pieza 500 g aprox.,"1,50 €"
Fruta,https://prod-mercadona.imgix.net/images/447329070430fee9d487dd3124975cb8.jpg?fit=crop&h=300&w=300,Piña natural a rodajas,Bote 500 g aprox.,"2,96 €"
Fruta,https://prod-mercadona.imgix.net/images/e9f8ae9b5ffba96c816511d73a27b8c7.jpg?fit=crop&h=300&w=300,Papaya,Pieza 610 g aprox.,"3,32 €"
Fruta,https://prod-mercadona.imgix.net/images/bef1e56ee501ae79a4c2a6a8f05b977b.jpg?fit=crop&h=300&w=300,Chirimoya,Pieza 320 g aprox.,"1,28 €"
Fruta,https://prod-mercadona.imgix.net/images/858b62aa463cb52a02d3fc82c3f33b2f.jpg?fit=crop&h=300&w=300,Frambuesa,Bandeja 170 g aprox.,"2,26 €"
Fruta,https://prod-mercadona.imgix.net/images/3080ee40a50e7bb84c039bfa6e39b1ad.jpg?fit=crop&h=300&w=300,Moras,Bandeja 125 g,"2,30 €"
Fruta,https://prod-mercadona.imgix.net/images/a367ac3b20f085088d1750cb83edb8f5.jpg?fit=crop&h=300&w=300,Arándanos,Vaso 225 g,"3,15 €"
Fruta,https://prod-mercadona.imgix.net/images/e229d0d57c3523527163fe2c8133db69.jpg?fit=crop&h=300&w=300,Arándanos,Tarrina 500 g,"6,50 €"
Fruta,https://prod-mercadona.imgix.net/images/04b54840cfcb5b29f0f65ce340921110.jpg?fit=crop&h=300&w=300,Granada,Pieza 440 g aprox.,"1,17 €"
Fruta,https://prod-mercadona.imgix.net/images/95ccdf47c9f9c95036fc671b291c0c55.jpg?fit=crop&h=300&w=300,Caqui persimón,Pieza 280 g aprox.,"0,69 €"
Fruta,https://prod-mercadona.imgix.net/images/a50c5b63e62c7d270e41c70226ace5bc.jpg?fit=crop&h=300&w=300,Caquis persimón,Bandeja 1 kg aprox.,"2,35 €"
Fruta,https://prod-mercadona.imgix.net/images/8bfcf29ec2edfa5e691a29045145f334.jpg?fit=crop&h=300&w=300,Caqui maduro,Bandeja 300 g aprox.,"1,95 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/e047afab489d1c6a9ffc9e7da122ce3f.jpg?fit=crop&h=300&w=300,Lechuga Iceberg,Pieza 1 ud.,"1,01 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/521b7ea477692d5b5ae5835f2aea842c.jpg?fit=crop&h=300&w=300,Ensalada mezcla 4 estaciones,Paquete 250 g,"0,78 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/f073d57203d1d5b93f0aa0b07f5b1f3a.jpg?fit=crop&h=300&w=300,Lechugas corazón romana,Paquete 2 ud.,"1,58 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/cedcb3efedf4e23150f69621a434f073.jpg?fit=crop&h=300&w=300,Ensalada mezcla brotes tiernos,Paquete 100 g,"1,17 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/f0e683ae77cdd6372eaafd6420cc0171.jpg?fit=crop&h=300&w=300,Canónigos,Paquete 125 g,"1,16 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/580c669243865a140be58304751de37b.jpg?fit=crop&h=300&w=300,Lechuga iceberg,Paquete 250 g,"0,88 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/898858daf3420ea3c25faafc2a5fe30e.jpg?fit=crop&h=300&w=300,Ensalada mezcla gourmet,Paquete 175 g,"1,04 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/f21a3360ecdc0517846ba3ad76d5382c.jpg?fit=crop&h=300&w=300,Cogollos de lechuga,Paquete 3 ud.,"1,00 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/ecea548419831d3cfa93562fbe38f8f6.jpg?fit=crop&h=300&w=300,Lechuga corazón romana,Paquete 1 ud.,"1,08 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/0b2f0449ace358bbf088184b7fd2dbbb.jpg?fit=crop&h=300&w=300,Endibias,Bandeja 450 g,"1,83 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/ffb3cbb7eed802805b99ed388c08ef7d.jpg?fit=crop&h=300&w=300,Ensalada mezcla brotes tiernos maxi,Paquete 175 g,"1,62 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/0929ebf10d8559d3c6dd22334c32c263.jpg?fit=crop&h=300&w=300,Ensalada mezcla gourmet maxi,Paquete 300 g,"1,73 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/2a015ff6ee9a146c2d74715dbcd14685.jpg?fit=crop&h=300&w=300,Ensalada mezcla tierna,Paquete 150 g,"1,22 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/83a2c7a099eeace37c9fd9081cfc8e76.jpg?fit=crop&h=300&w=300,Rúcula,Paquete 50 g,"0,81 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/cb2638ddbf275db6fb076609ecfc7766.jpg?fit=crop&h=300&w=300,Cogollos corazón de lechuga,Paquete 6 ud.,"1,89 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/e9c3ec4c50c66754bbe94ab1ddaee683.jpg?fit=crop&h=300&w=300,Ensalada mezcla dúo canónigos y rúcula,Paquete 100 g,"1,41 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/76053a23da820d699b8ee7bd4a288131.jpg?fit=crop&h=300&w=300,Lechuga hoja roble,Paquete 1 ud.,"1,48 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/8e83fdc477ba5ab98324eafe41ba35ea.jpg?fit=crop&h=300&w=300,Escarola rizada,Paquete 150 g,"1,22 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/0519eae2b26f56f98a5e95a6c2a6f669.jpg?fit=crop&h=300&w=300,Escarola rizada,Paquete 1 ud.,"1,77 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/36ed1718b68c69f6e90c4802f6f8d212.jpg?fit=crop&h=300&w=300,Espinaca baby,Paquete 100 g,"1,13 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/de27c05991934ccea736560b54d21694.jpg?fit=crop&h=300&w=300,Lechuga romana cortada,Paquete 200 g,"1,10 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/6c1e8d81a65333a2c1acb8786702ca82.jpg?fit=crop&h=300&w=300,Ensalada César,Bol 210 g,"2,55 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/1182ea57b81fb00434ee9cac02972af7.jpg?fit=crop&h=300&w=300,Ensalada California,Bol 192 g,"2,29 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/04bf395b4de971f2f72125fd108b4a4c.jpg?fit=crop&h=300&w=300,Wraps Texas,Bol 300 g,"2,99 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/73f05e694a98629d67320b9487b259c7.jpg?fit=crop&h=300&w=300,Ensalada de la casa,Bol 400 g,"2,14 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/9c176b74242a32da83d530bd9a33e983.jpg?fit=crop&h=300&w=300,Ensalada mil islas,Bol 330 g,"2,55 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/d90a20ad3e45b63ae278f9700c9fe117.jpg?fit=crop&h=300&w=300,Ensalada ensatún,Bol 250 g,"2,49 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/16a202a352a201d77763ad9632b5c1e9.jpg?fit=crop&h=300&w=300,Ensalada jamón,Bol 215 g,"2,49 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/f689dbcd5894de71024ca4706f0dfaaa.jpg?fit=crop&h=300&w=300,Ensalada de pasta,Bol 250 g,"2,49 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/ba4ed40c4ad629b070b2c21726a23fed.jpg?fit=crop&h=300&w=300,Ensalada queso de cabra,Bol 135 g,"2,79 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/5e7effc196ea4a324cda4c6b556deabe.jpg?fit=crop&h=300&w=300,Ensalada de pasta Listo para Comer,Bol 340 g,"4,00 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/1e0afd4c1968bc53c1b12c1ef6b6f102.jpg?fit=crop&h=300&w=300,Ensalada de marisco Listo para Comer,Bol 300 g,"5,50 €"
Lechuga y ensalada preparada,https://prod-mercadona.imgix.net/images/2e45d17824261f3013213be27c63feb3.jpg?fit=crop&h=300&w=300,"Ensalada de pollo, queso y frutos secos Listo para Comer",Bol 224 g,"4,00 €"
Verdura,https://prod-mercadona.imgix.net/images/df649ff24352a75b9e4e741de8533ba2.jpg?fit=crop&h=300&w=300,Patata,Pieza 230 g aprox.,"0,47 €"
Verdura,https://prod-mercadona.imgix.net/images/af5d11159ebfb515c949c3959cc745fa.jpg?fit=crop&h=300&w=300,Patatas,Malla 3 kg,"5,00 €"
Verdura,https://prod-mercadona.imgix.net/images/122ad85222ab6ab9500ff8bbcc5b6edd.jpg?fit=crop&h=300&w=300,Patatas rojas,Malla 2 kg,"3,72 €"
Verdura,https://prod-mercadona.imgix.net/images/709deb32cc5a546568c6bad5cf300a28.jpg?fit=crop&h=300&w=300,Patatas,Malla 5 kg,"6,25 €"
Verdura,https://prod-mercadona.imgix.net/images/a00e010ac2628fa5a1dd7c7f561cd472.jpg?fit=crop&h=300&w=300,Patatas guarnición,Malla 1 kg,"2,50 €"
Verdura,https://prod-mercadona.imgix.net/images/d2f081ceb21aa87495fd96ca88f0b3e7.jpg?fit=crop&h=300&w=300,Batata,Pieza 410 g aprox.,"0,92 €"
Verdura,https://prod-mercadona.imgix.net/images/b1cececc091434e8adde6ce44c92e079.jpg?fit=crop&h=300&w=300,Patatas especial para freir,Malla 2 kg,"3,83 €"
Verdura,https://prod-mercadona.imgix.net/images/3c82a0206ba8e480e6b24eba31eae9d8.jpg?fit=crop&h=300&w=300,Yuca,Pieza 660 g aprox.,"1,80 €"
Verdura,https://prod-mercadona.imgix.net/images/3bbcca66baefa5c56bae00a07ca106f1.jpg?fit=crop&h=300&w=300,Cebollas tiernas,Manojo 3 ud.,"1,32 €"
Verdura,https://prod-mercadona.imgix.net/images/c8d94c6563bfadc845df944fe483bfca.jpg?fit=crop&h=300&w=300,Cebollas,Malla 2 kg,"2,50 €"
Verdura,https://prod-mercadona.imgix.net/images/d950590e426dca5e9531e1ff2809edb4.jpg?fit=crop&h=300&w=300,Cebollas,Malla 1 kg,"1,60 €"
Verdura,https://prod-mercadona.imgix.net/images/3e754d795d63e6a75070fb672c24d773.jpg?fit=crop&h=300&w=300,Ajos morados,Malla 250 g,"1,60 €"
Verdura,https://prod-mercadona.imgix.net/images/3475cee1b1d471cac93d94f90d601a57.jpg?fit=crop&h=300&w=300,Cebollas dulces,Malla 1 kg,"2,49 €"
Verdura,https://prod-mercadona.imgix.net/images/4bef6d2a978a4932c9ce337cc6da08c9.jpg?fit=crop&h=300&w=300,Ajo tierno,Manojo 200 g,"2,40 €"
Verdura,https://prod-mercadona.imgix.net/images/8285fa6f80ced45d544f8013b72fe799.jpg?fit=crop&h=300&w=300,Cebollas rojas,Malla 500 g,"1,40 €"
Verdura,https://prod-mercadona.imgix.net/images/aafe7d3532da499662ffc624e4cd05e4.jpg?fit=crop&h=300&w=300,Ajo negro dientes pelados,Tarrina 85 g,"4,45 €"
Verdura,https://prod-mercadona.imgix.net/images/d9ecb7eadbd75125403d793a7d5e4136.jpg?fit=crop&h=300&w=300,Picada de ajo y Perejil,Bandeja 100 g,"1,45 €"
Verdura,https://prod-mercadona.imgix.net/images/ccb2b42ba2bb6a7b692dac6101074709.jpg?fit=crop&h=300&w=300,Tomate ensalada,Pieza 230 g aprox.,"0,45 €"
Verdura,https://prod-mercadona.imgix.net/images/a80465f28148c351b28802d12d5e5a38.jpg?fit=crop&h=300&w=300,Tomate canario,Pieza 190 g aprox.,"0,35 €"
Verdura,https://prod-mercadona.imgix.net/images/81e5188f5a00f6210c4becaaeb2fbad8.jpg?fit=crop&h=300&w=300,Tomate pera,Pieza 140 g aprox.,"0,27 €"
Verdura,https://prod-mercadona.imgix.net/images/cde3191bc180bd702081dadb70ebcd41.jpg?fit=crop&h=300&w=300,Tomates pera,Bandeja 1 kg aprox.,"2,03 €"
Verdura,https://prod-mercadona.imgix.net/images/e32742ccdb83ff850cb8acbe09145369.jpg?fit=crop&h=300&w=300,Tomates cherry pera kumato,Bandeja 300 g,"1,58 €"
Verdura,https://prod-mercadona.imgix.net/images/67f3a44f9dc0f1a9c5389c86ec5ac8b6.jpg?fit=crop&h=300&w=300,Tomates cherry,Bandeja 500 g,"1,94 €"
Verdura,https://prod-mercadona.imgix.net/images/2ab1d29071350f27f27b9b3b08129da4.jpg?fit=crop&h=300&w=300,Tomates cherry en rama Dulcita,Bandeja 200 g,"2,31 €"
Verdura,https://prod-mercadona.imgix.net/images/9dcdcd3905a23003d0033161674abf16.jpg?fit=crop&h=300&w=300,Tomates kumato negro,Bandeja 1 kg aprox.,"2,55 €"
Verdura,https://prod-mercadona.imgix.net/images/1f7c573e8ca26a34766e270bd2bb765e.jpg?fit=crop&h=300&w=300,Tomates,Malla 2 kg,"3,47 €"
Verdura,https://prod-mercadona.imgix.net/images/4ddfc8d54e0b86c8a7c98dae1398edc1.jpg?fit=crop&h=300&w=300,Tomate kumato negro,Pieza 120 g aprox.,"0,27 €"
Verdura,https://prod-mercadona.imgix.net/images/edf5605eb1003a3a335d8cc26dcb45f9.jpg?fit=crop&h=300&w=300,Tomate rallado,Tarrina 290 g,"1,42 €"
Verdura,https://prod-mercadona.imgix.net/images/b865049658bc89eaf2131c967ee4d57e.jpg?fit=crop&h=300&w=300,Rama de Tomates,680 g aprox.,"1,53 €"
Verdura,https://prod-mercadona.imgix.net/images/16059afe6d120af69436af7868b13de6.jpg?fit=crop&h=300&w=300,Tomate rosa,Pieza 610 g aprox.,"2,06 €"
Verdura,https://prod-mercadona.imgix.net/images/2fd86d7c784d7ee3b6701b80d55ba1c9.jpg?fit=crop&h=300&w=300,Tomates Anhel,460 g aprox.,"2,81 €"
Verdura,https://prod-mercadona.imgix.net/images/b862d3c846b5dd18edc52e0913e9ecc3.jpg?fit=crop&h=300&w=300,Zanahorias,Paquete 1 kg,"1,00 €"
Verdura,https://prod-mercadona.imgix.net/images/a1e854648225054f10d2bac80ca7ca98.jpg?fit=crop&h=300&w=300,Pepino,Pieza 190 g aprox.,"0,33 €"
Verdura,https://prod-mercadona.imgix.net/images/e691b00f83a443e975b76a9a7b591fd6.jpg?fit=crop&h=300&w=300,Pepino holandés,Pieza 425 g aprox.,"0,98 €"
Verdura,https://prod-mercadona.imgix.net/images/7fe3bf8bd8ae198fe7fc4f384224df6e.jpg?fit=crop&h=300&w=300,Zanahorias,Paquete 500 g,"0,87 €"
Verdura,https://prod-mercadona.imgix.net/images/d8af621a70d3c2ab90fe4b0ae907335e.jpg?fit=crop&h=300&w=300,Pepinos,"Malla 1,5 kg","2,55 €"
Verdura,https://prod-mercadona.imgix.net/images/6733f4d38083738193268a47fc6600a5.jpg?fit=crop&h=300&w=300,Palitos de zanahoria,Tarrina 180 g,"2,03 €"
Verdura,https://prod-mercadona.imgix.net/images/55981cabbe3dfaa2216e5038375cb91d.jpg?fit=crop&h=300&w=300,Zanahoria rallada base para ensalada,Paquete 150 g,"0,92 €"
Verdura,https://prod-mercadona.imgix.net/images/607abb73219fc21a8aac8c74550ea369.jpg?fit=crop&h=300&w=300,Pimiento rojo,Pieza 330 g aprox.,"0,64 €"
Verdura,https://prod-mercadona.imgix.net/images/ebbfb6a904fe02ba5a88b02f2be911fd.jpg?fit=crop&h=300&w=300,Calabacín verde,Pieza 400 g aprox.,"0,78 €"
Verdura,https://prod-mercadona.imgix.net/images/ace6cddb107859b9d019cdd773ffda00.jpg?fit=crop&h=300&w=300,Pimiento verde freír,Pieza 100 g aprox.,"0,23 €"
Verdura,https://prod-mercadona.imgix.net/images/50a267029cedf70b9f9a52c389deb4bc.jpg?fit=crop&h=300&w=300,Calabacín blanco,Pieza 360 g aprox.,"0,77 €"
Verdura,https://prod-mercadona.imgix.net/images/47e87bc50f5a180656c12f1792a223de.jpg?fit=crop&h=300&w=300,Pimiento verde,Pieza 290 g aprox.,"0,79 €"
Verdura,https://prod-mercadona.imgix.net/images/e41353b7b0e82ea6e1456d6f9261a65c.jpg?fit=crop&h=300&w=300,"Pimientos tricolor rojo, amarillo y verde",550 g aprox.,"1,46 €"
Verdura,https://prod-mercadona.imgix.net/images/ae174e278a56e10bb8ee6633f003ab5e.jpg?fit=crop&h=300&w=300,Pimientos semipicantes,Paquete 250 g,"1,33 €"
Verdura,https://prod-mercadona.imgix.net/images/6d23e41208a9f845dbde60697cb4d5d2.jpg?fit=crop&h=300&w=300,Coliflor,"Pieza 1,17 kg aprox.","2,38 €"
Verdura,https://prod-mercadona.imgix.net/images/f2e1b04912d5ae3c7481b56cc200411d.jpg?fit=crop&h=300&w=300,Repollo liso,"Pieza 1,66 kg aprox.","2,89 €"
Verdura,https://prod-mercadona.imgix.net/images/ba8a89a538990bf5c27ec2050c21c909.jpg?fit=crop&h=300&w=300,Medio repollo liso,1/2 Pieza 750 g aprox.,"1,49 €"
Verdura,https://prod-mercadona.imgix.net/images/3e6a378138cf685c88973899bb0841a4.jpg?fit=crop&h=300&w=300,Repollo rizado,"Pieza 1,05 kg aprox.","1,87 €"
Verdura,https://prod-mercadona.imgix.net/images/5f78e4cd4581e50fa53ff4a10be18003.jpg?fit=crop&h=300&w=300,Medio repollo rizado,1/2 Pieza 796 g aprox.,"1,58 €"
Verdura,https://prod-mercadona.imgix.net/images/a5f1e8a052d117199299685c86765e15.jpg?fit=crop&h=300&w=300,Coles de bruselas,Paquete 500 g,"2,50 €"
Verdura,https://prod-mercadona.imgix.net/images/82ebf99778a5a6aecbe307158e1e1585.jpg?fit=crop&h=300&w=300,Champiñón pequeño,Bandeja 300 g aprox.,"1,51 €"
Verdura,https://prod-mercadona.imgix.net/images/54ff851ca2c2df5bd4d76ef38b1b1aeb.jpg?fit=crop&h=300&w=300,Champiñón laminado limpio,Bandeja 320 g aprox.,"1,94 €"
Verdura,https://prod-mercadona.imgix.net/images/e6d09e358b31958859613754ad7ca13d.jpg?fit=crop&h=300&w=300,Seta,Bandeja 250 g aprox.,"2,01 €"
Verdura,https://prod-mercadona.imgix.net/images/4920b19b6bc77098a6a4f9350b3539df.jpg?fit=crop&h=300&w=300,Champiñón grande,Bandeja 430 g aprox.,"2,40 €"
Verdura,https://prod-mercadona.imgix.net/images/9476cf0ad059e60e41183f6b96c52b2b.jpg?fit=crop&h=300&w=300,Seta laminada,Bandeja 250 g aprox.,"2,19 €"
Verdura,https://prod-mercadona.imgix.net/images/a5c4f663d14eeee08fbb718a9eb245ad.jpg?fit=crop&h=300&w=300,Champiñón Portobello,Bandeja 300 g aprox.,"2,11 €"
Verdura,https://prod-mercadona.imgix.net/images/1610062d5cf6d751fcb817dbf4182745.jpg?fit=crop&h=300&w=300,Seta shiitake,Bandeja 300 g aprox.,"3,88 €"
Verdura,https://prod-mercadona.imgix.net/images/dac35dec0febfd2ad755ab0d06a4b02d.jpg?fit=crop&h=300&w=300,Robellón,Bandeja 150 g aprox.,"3,60 €"
Verdura,https://prod-mercadona.imgix.net/images/13bbab9b00f9b8ce3fe76d40cef4ebd2.jpg?fit=crop&h=300&w=300,Mix de setas intenso,Bandeja 235 g aprox.,"3,92 €"
Verdura,https://prod-mercadona.imgix.net/images/968b2603f795c9a853471dea0becfe52.jpg?fit=crop&h=300&w=300,Mix de setas suave,Bandeja 260 g aprox.,"3,90 €"
Verdura,https://prod-mercadona.imgix.net/images/a0653b8c036a10c5891b0681345b3193.jpg?fit=crop&h=300&w=300,Perejil troceado,Paquete 40 g,"0,79 €"
Verdura,https://prod-mercadona.imgix.net/images/7dd45cf931604953e565fe15eaa20a6a.jpg?fit=crop&h=300&w=300,Jengibre,200 g aprox.,"1,69 €"
Verdura,https://prod-mercadona.imgix.net/images/3ed0e8e4b12dd87825ca4b1b9fc788f1.jpg?fit=crop&h=300&w=300,Cilantro,Bandeja 20 g,"1,25 €"
Verdura,https://prod-mercadona.imgix.net/images/95c2f383e063aef6fcbe53b96b4c72b2.jpg?fit=crop&h=300&w=300,Albahaca,Bandeja 20 g,"1,53 €"
Verdura,https://prod-mercadona.imgix.net/images/c8bcad50116972188b248aaba392e62e.jpg?fit=crop&h=300&w=300,Hierbabuena,Paquete 40 g,"1,35 €"
