categoria,Imagen,producto,Formato,Precio
Café molido y en grano,https://prod-mercadona.imgix.net/images/06dec02c94ebb527d25203a5cfb540dd.jpg?fit=crop&h=300&w=300,Café molido mezcla Hacendado Espresso,Paquete 250 g,"2,95 €"
Café molido y en grano,https://prod-mercadona.imgix.net/images/55a865231df97b1e9f7ff8ec7701cb8d.jpg?fit=crop&h=300&w=300,Café molido Colombia Hacendado,Paquete 250 g,"3,35 €"
Café molido y en grano,https://prod-mercadona.imgix.net/images/cef2dc242c695768ec2d5f41b167a404.jpg?fit=crop&h=300&w=300,Café molido descafeinado Hacendado Espresso,Paquete 250 g,"3,20 €"
Café molido y en grano,https://prod-mercadona.imgix.net/images/4cd907914e980e53265e3a44a49a0379.jpg?fit=crop&h=300&w=300,Café molido mezcla Marcilla crème express,Caja 250 g,"4,30 €"
Café molido y en grano,https://prod-mercadona.imgix.net/images/a21e1729abb10b69233966d5597e3e9b.jpg?fit=crop&h=300&w=300,Café molido descafeinado Climent,Paquete 250 g,"2,70 €"
Café molido y en grano,https://prod-mercadona.imgix.net/images/6142966016229403846714fb18bf965d.jpg?fit=crop&h=300&w=300,Café molido natural Climent,Paquete 250 g,"2,30 €"
Café molido y en grano,https://prod-mercadona.imgix.net/images/1e3fb2b6e82f4d20cd99377d9fa85eda.jpg?fit=crop&h=300&w=300,Café en grano natural Hacendado,Paquete 1 kg,"10,20 €"
Café molido y en grano,https://prod-mercadona.imgix.net/images/a9ffe73bc07c16bf77cbdb6fc596a7f1.jpg?fit=crop&h=300&w=300,Café en grano mezcla fuerte Hacendado,Paquete 1 kg,"10,20 €"
Café molido y en grano,https://prod-mercadona.imgix.net/images/9ff3c89451e6f63fd515fc1642c430b6.jpg?fit=crop&h=300&w=300,Café en grano Hacendado descafeinado natural,Paquete 1 kg,"10,45 €"
Café molido y en grano,https://prod-mercadona.imgix.net/images/58caa367ef94fca3b3a72b5d823f4990.jpg?fit=crop&h=300&w=300,Café en grano extra fuerte Hacendado,Paquete 1 kg,"9,55 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/e344726a7521b54735e68a88f002ead4.jpg?fit=crop&h=300&w=300,Café soluble Classic Hacendado,Bote 200 g,"3,40 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/167de6bbc7936d72b125710ba70b0be2.jpg?fit=crop&h=300&w=300,Café soluble Classic Hacendado,Bote 100 g,"2,25 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/67bf301f50db0aa875e37f57394510fb.jpg?fit=crop&h=300&w=300,Café soluble clásico Hacendado en sobres,Caja 10 sobres (20 g),"1,00 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/421e1ada21085aa76aad92ea929880f5.jpg?fit=crop&h=300&w=300,Café soluble natural Nescafé classic,Tarro 200 g,"6,65 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/f82f19980ad7b330c4cd81eb85ced4ee.jpg?fit=crop&h=300&w=300,Café soluble natural Nescafé classic,Tarro 100 g,"3,99 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/2ed0ec1badebdab8ca1aafeba286b697.jpg?fit=crop&h=300&w=300,Café soluble descafeinado Hacendado,Bote 200 g,"3,70 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/bd81f9beab36f96ad3895bd8dc03e578.jpg?fit=crop&h=300&w=300,Café soluble descafeinado Hacendado,Bote 100 g,"2,35 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/6e59b595cb3dc7c987a9e04d64e3be69.jpg?fit=crop&h=300&w=300,Café soluble en sobres descafeinado Hacendado,Caja 10 sobres (20 g),"1,10 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/db8b9ba879be5d93952310970ac7067a.jpg?fit=crop&h=300&w=300,Café soluble descafeinado Nescafé classic,Tarro 200 g,"6,65 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/75a1b63ba1410cc8f24467750f4fd01d.jpg?fit=crop&h=300&w=300,Café soluble descafeinado Nescafé classic,Tarro 100 g,"3,99 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/7c3c338cf99e554e00ce30e34567f28f.jpg?fit=crop&h=300&w=300,Café soluble espresso Creme Hacendado,Bote 80 g,"2,65 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/56a5cbc9d6095c6d7530b9e4d50bd906.jpg?fit=crop&h=300&w=300,Café soluble cappuccino Hacendado,Bote 250 g,"2,70 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/db82323b63111aa2b0a60b8d7041a8ec.jpg?fit=crop&h=300&w=300,Café soluble cappuccino caramelo Hacendado,Bote 250 g,"2,95 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/4d6dea2c9d2953ab0677b12fb10eeaa3.jpg?fit=crop&h=300&w=300,Café soluble Selection Hacendado,Bote 100 g,"3,25 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/919414f74efc5cdcdd49c640c2dd7fae.jpg?fit=crop&h=300&w=300,Café soluble cappuccino sabor a avellana Hacendado,Bote 250 g,"2,95 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/f71077f44842e60a701a74c15a390d44.jpg?fit=crop&h=300&w=300,Café con leche cappuccino Hacendado,Vaso 250 ml,"0,75 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/5fe468972fe8cc7a33506cba2b436946.jpg?fit=crop&h=300&w=300,Café con leche light sin lactosa Hacendado,Vaso 250 ml,"0,75 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/fbace2711111518e9ab7a3c54ad58656.jpg?fit=crop&h=300&w=300,Café con leche espresso Hacendado,Vaso 250 ml,"0,75 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/83a4f4b01c38d63142b2646afe4e1fa7.jpg?fit=crop&h=300&w=300,Café con leche descafeinado Hacendado,Vaso 250 ml,"0,75 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/d60fe3bcdd22baf485111a85653587d3.jpg?fit=crop&h=300&w=300,Crema de leche para café Campina,Paquete 20 ud. (200 ml),"1,30 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/196406a5c892ae3b99ffbc8c56b3e202.jpg?fit=crop&h=300&w=300,Cereales solubles con achicoria Hacendado,Bote 150 g,"2,10 €"
Café soluble y otras bebidas,https://prod-mercadona.imgix.net/images/b91e713f26b09a19383a915938d9833c.jpg?fit=crop&h=300&w=300,Filtros de café para cafeteras tamaño 2 y 4 Bosque Verde,Caja 100 ud.,"1,95 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/8361a762afe2ef8252bdf27771f7bb1d.jpeg?fit=crop&h=300&w=300,Cacao soluble instantáneo Nesquik,Paquete 1 kg,"6,49 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/6ed9a1718561f766e2b232f3f88b1c92.jpeg?fit=crop&h=300&w=300,Cacao soluble instantáneo Nesquik,Bote 390 g,"2,99 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/1c281a93ccf189d6d0b48c143c0748d7.jpg?fit=crop&h=300&w=300,Cacao soluble cero ColaCao,Bote 325 g,"4,39 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/0c2812e79631aba0197e6a38e567066b.jpg?fit=crop&h=300&w=300,Cacao soluble ColaCao original,Bote 760 g,"6,99 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/760273cf4b82a56eae902d079070cea4.jpg?fit=crop&h=300&w=300,Cacao soluble ColaCao original,Bote 383 g,"4,39 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/2d3b1f7cce8be5baa61e2e9b826d9fd1.jpg?fit=crop&h=300&w=300,Cacao soluble instantáneo Hacendado,Paquete 1 kg,"3,80 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/4c112408e7f9feaf9c19dbd726f4e66d.jpg?fit=crop&h=300&w=300,Cacao soluble Hacendado,Bote 1 kg,"3,65 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/c93edeb1e5504700adcb147abf735593.jpg?fit=crop&h=300&w=300,Cacao soluble Hacendado,Bote 480 g,"2,30 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/441206ac0fbea25b2471a5dd4bc33b46.jpg?fit=crop&h=300&w=300,Cacao soluble ColaCao original,"Caja 2,5 kg","15,99 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/ee552d5fb874107f51bbdbe60528b9c1.jpg?fit=crop&h=300&w=300,Cacao soluble 0% azúcares añadidos Hacendado,Bote 450 g,"3,35 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/52970231ca2855803ef838e3295b947a.jpg?fit=crop&h=300&w=300,Cacao soluble instantáneo Nesquik,"Caja 2,7 kg","14,95 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/411b7ea64c0e8af42dd983c602e1b284.jpg?fit=crop&h=300&w=300,Cacao soluble instantáneo Hacendado,Bote 500 g,"2,50 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/0e237b5ad4995ea4dd126339c636169b.jpg?fit=crop&h=300&w=300,Cacao soluble en sobres Hacendado,Caja 6 sobres (108 g),"1,30 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/a242186d5fa01c0e32a85edf624c0ff4.jpg?fit=crop&h=300&w=300,Cacao puro en polvo La Chocolatera,Bote 265 g,"3,35 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/21ca8a41bcb17029efcf261a8636d7d0.jpg?fit=crop&h=300&w=300,Cacao en polvo a la taza Valor,Paquete 500 g,"3,40 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/ba0a4a3958ff462e8b171ef08f6dce66.jpg?fit=crop&h=300&w=300,Chocolate líquido a la taza Hacendado,Brick 1 L,"2,10 €"
Cacao soluble y chocolate a la taza,https://prod-mercadona.imgix.net/images/643485cd873b4a4aa8d9c5eb6396b934.jpg?fit=crop&h=300&w=300,Cacao en polvo a la taza Hacendado,Paquete 400 g,"1,50 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/d4d5d098f5dce80ae9b9fa2e72fade52.jpg?fit=crop&h=300&w=300,Té verde Hacendado,Caja 20 bolsitas (30 g),"0,75 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/195e55e4f452f92c4fed5b71586472bf.jpg?fit=crop&h=300&w=300,Té rojo Hacendado,Caja 20 bolsitas (40 g),"1,15 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/01553faca744a8bd9317002b6591da2f.jpg?fit=crop&h=300&w=300,Té Chai Hacendado,Caja 20 bolsitas (40 g),"1,40 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/c955e8cb39503008360e756b1089b4c6.jpg?fit=crop&h=300&w=300,Té negro PG tips,Caja 40 bolsitas (116 g),"2,60 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/0f79bda7b73f67dfa7c085ba0119ae66.jpg?fit=crop&h=300&w=300,Té negro con canela Hacendado,Caja 20 bolsitas (30 g),"1,40 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/b199eacac1ebb86d45fcf69adb8256cf.jpg?fit=crop&h=300&w=300,Té matcha en polvo Hacendado,Caja 10 sobres (15 g),"3,20 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/0cbcccb5290289a135ca33ace366a065.jpg?fit=crop&h=300&w=300,Té negro Hacendado,Caja 20 bolsitas (35 g),"0,85 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/c8129414a45cf317929151c3d6bfa04e.jpg?fit=crop&h=300&w=300,Té verde con hierbabuena Hacendado,Caja 20 bolsitas (40 g),"1,35 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/291a4a9e5a6ca2ed9919e25b61630190.jpg?fit=crop&h=300&w=300,Infusión manzanilla Hacendado,Caja 20 bolsitas (27 g),"0,50 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/8bb8aa8339111faac81b70cadcd8ca7e.jpg?fit=crop&h=300&w=300,Infusión Menta Poleo Hacendado,Caja 20 bolsitas (30 g),"0,65 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/4843ebb4d3eb34d681e7ec7d7f68f35c.jpg?fit=crop&h=300&w=300,Infusión Tila Hacendado,Caja 20 bolsitas (24 g),"0,80 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/d8b93a8489a4bdd323bc36aec4505ced.jpg?fit=crop&h=300&w=300,Infusión Cola de caballo Hacendado,Caja 20 bolsitas (30 g),"1,20 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/208093ce5f165589d7019dfd2f8b9033.jpg?fit=crop&h=300&w=300,Infusión Manzanilla con anís Hacendado,Caja 20 bolsitas (26 g),"0,85 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/8c736fa698b37b4937f6ffae448ee653.jpg?fit=crop&h=300&w=300,Infusión Relax Hacendado,Caja 20 bolsitas (30 g),"1,05 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/f98929d515ff98881c54675f7bf6a42e.jpg?fit=crop&h=300&w=300,Infusión Laxsen sabor menta Hacendado,Caja 20 bolsitas (30 g),"1,05 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/f68201af60762bebdab841889fb51fd1.jpg?fit=crop&h=300&w=300,Infusión Tomillo Hacendado,Caja 20 bolsitas (24 g),"1,05 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/7250f111d492a028debc378bed3d7687.jpg?fit=crop&h=300&w=300,Infusión Dormir Hacendado,Caja 20 bolsitas (30 g),"1,05 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/279c2150fbf57ab28f8cc7f595e87338.jpg?fit=crop&h=300&w=300,Infusión Rooibos cítricos Hacendado,Caja 20 bolsitas (40 g),"1,15 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/3563cdcc7269de0c86cb6fc2580f7e4a.jpg?fit=crop&h=300&w=300,Infusión Digest Hacendado,Caja 20 bolsitas (40 g),"1,05 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/04fcd2099fb01736a93ad376ca983371.jpg?fit=crop&h=300&w=300,Infusión frutos rojos Hacendado,Caja 20 bolsitas (40 g),"1,40 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/6b4d223c349149885de5401e1fa784a5.jpg?fit=crop&h=300&w=300,Infusión Respir Hacendado,Caja 20 bolsitas (30 g),"1,40 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/5c5c1f33be0d4bc7a6c8c0cea9cddeac.jpg?fit=crop&h=300&w=300,Infusión Jengibre Hacendado,Caja 20 bolsitas (40 g),"1,35 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/7b7f93c9e2318336d4ccaa99fa901558.jpg?fit=crop&h=300&w=300,Infusión Manzanilla sabor a miel Hacendado,Caja 20 bolsitas (26 g),"1,15 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/2fb3bcf62eb57d0265eaecb72bb74f3e.jpg?fit=crop&h=300&w=300,Infusión quema grasas Hacendado,Caja 20 bolsitas (30 g),"1,05 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/e65ea2c7ac20a0960c9d26b0225b581d.jpg?fit=crop&h=300&w=300,Infusión Hinojo Hacendado,Caja 20 bolsitas (40 g),"1,05 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/3c4ceddb760c0ddd8c120549542cb444.jpg?fit=crop&h=300&w=300,Infusión manzana y canela Hacendado,Caja 20 bolsitas (40 g),"1,40 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/50e84219c0f4193a673c866929579386.jpg?fit=crop&h=300&w=300,Infusión yerba mate Amanda,Paquete 500 g,"2,85 €"
Té e infusiones,https://prod-mercadona.imgix.net/images/d8aa090bcd63058145ebf94288011b51.jpg?fit=crop&h=300&w=300,Infusión fría Hacendado con sabor a fresa y hierbabuena,Caja 20 bolsitas (40 g),"1,45 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/782bc97fd2960e24b4505e25b384a2d4.jpg?fit=crop&h=300&w=300,Azúcar blanco Hacendado,Paquete 1 kg,"1,10 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/86a786bc3c1d1538701f5d2397255508.jpg?fit=crop&h=300&w=300,Azúcar blanco en sobres Hacendado,Caja 50 sticks (350 g),"1,55 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/feede3851164a6adf1969b62beaacb36.jpg?fit=crop&h=300&w=300,Azúcar moreno de caña Hacendado,Paquete 1 kg,"1,85 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/4a853663e8a2e382621dac9f8eb7d4dd.jpg?fit=crop&h=300&w=300,Azúcar moreno de caña en sobres Hacendado,Caja 50 sobres (350 g),"1,60 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/37828e8e0b311ebb395a481f35246b6f.jpg?fit=crop&h=300&w=300,Panela azúcar moreno de caña integral Hacendado,Paquete 500 g,"2,05 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/e14477b8a02c2defb1d72329d38fb4da.jpg?fit=crop&h=300&w=300,Azúcar glas Hacendado,Bote 500 g,"2,60 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/6bafe98675aec76afe33d1a6da1ab4fe.jpg?fit=crop&h=300&w=300,Edulcorante líquido sacarina Hacendado,Bote 150 ml,"0,85 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/dc0e233a3502c53e0e79b58ec47949d7.jpg?fit=crop&h=300&w=300,Edulcorante en pastillas sacarina Hacendado,Bote 850 pastillas (52 g),"1,15 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/b226d7519ac3c88588aa2b7b8ed772a7.jpg?fit=crop&h=300&w=300,Edulcorante en sobres sacarina Hacendado,Caja 60 sobres (60 g),"1,10 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/761f2c62683397da5f8ac7433ef2652e.jpg?fit=crop&h=300&w=300,Sirope de agave Hacendado,Bote 350 g,"2,60 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/a3908a81e00b2393419c76c334e25d63.jpg?fit=crop&h=300&w=300,Edulcorante líquido stevia Hacendado,Bote 150 ml,"2,05 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/c8c404bea1deab41dcf058e6b8394d43.jpg?fit=crop&h=300&w=300,Edulcorante granulado stevia Hacendado,Bote 200 g,"3,45 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/daf1d996bb5dc50de4696d52da90400a.jpg?fit=crop&h=300&w=300,Edulcorante en pastillas stevia Hacendado,Bote 175 pastillas (9 g),"1,85 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/c4c3200a0fbc1a834b84cbea7bbc2f76.jpg?fit=crop&h=300&w=300,Edulcorante en sobres stevia Hacendado,Caja 54 sobres (54 g),"2,10 €"
Azúcar y edulcorante,https://prod-mercadona.imgix.net/images/b0c012a1c8c1ee4c3b6690b9e97e70e9.jpg?fit=crop&h=300&w=300,Edulcorante Eritritol y Sucralosa Hacendado,Bote 200 g,"3,20 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/14a0bc5a0acebe6eda1df1e36d914c27.jpg?fit=crop&h=300&w=300,Mermelada de fresa Hacendado,Tarro 400 g,"1,55 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/d9253d39861a6c442970102bf790b298.jpg?fit=crop&h=300&w=300,Mermelada de fresa monodosis Hacendado,10 ud. x 25 g,"1,50 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/f61d58c4d7425cc934dc90a7c7bfb392.jpg?fit=crop&h=300&w=300,Mermelada de tomate Hacendado,Tarro 440 g,"1,95 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/1cb0e04e2c01974816092f738b1e4f00.jpg?fit=crop&h=300&w=300,Mermelada de arándanos Hacendado,Tarro 330 g,"1,85 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/0a09f57773b2ec145bcd50fa9440d424.jpg?fit=crop&h=300&w=300,Mermelada de melocotón Hacendado,Tarro 440 g,"1,45 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/f162d40d58d2f7289498e36e18010eaf.jpg?fit=crop&h=300&w=300,Mermelada de melocotón monodosis Hacendado,10 ud. x 25 g,"1,50 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/3dba91f227b1c8eafe558f325036e7ce.jpg?fit=crop&h=300&w=300,Mermelada de naranja amarga Hacendado,Tarro 440 g,"1,35 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/3dfb990a52e65a6a524ad2e720f18ca8.jpg?fit=crop&h=300&w=300,Mermelada de albaricoque Hacendado,Tarro 440 g,"1,60 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/e3fe841d12b9cdfedd9fb3cb09040778.jpg?fit=crop&h=300&w=300,Mermelada de higo Hacendado,Tarro 340 g,"1,95 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/4320b82e977cb48eceb22349895fadb0.jpg?fit=crop&h=300&w=300,Untable de pimiento de piquillo confitado Hacendado,Tarro 230 g,"2,40 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/709726b054a6427b34435b6e1c9a132b.jpg?fit=crop&h=300&w=300,Mermelada de ciruela y kiwi Hacendado,Tarro 340 g,"1,70 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/6ce143e06ac60efcbb769eac77ff1583.jpg?fit=crop&h=300&w=300,Mermelada de frambuesa Hacendado,Tarro 340 g,"2,45 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/10b4d78d2b3b04be05864bb1ba4f2937.jpg?fit=crop&h=300&w=300,Miel de flores Hacendado,Tarro 1 kg,"4,40 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/40708ec8ec0f6164f8adac2d8200562b.jpg?fit=crop&h=300&w=300,Miel de flores Hacendado,Bote 500 g,"2,95 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/917bd2751b2f456b37b5ba555c29d784.jpg?fit=crop&h=300&w=300,Miel de naranjo Hacendado,Bote 500 g,"4,05 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/76d5ba01a0c37c043bb6b0125995d329.jpg?fit=crop&h=300&w=300,Cebolla caramelizada Hacendado,Tarro 190 g,"1,70 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/61d7e70d6c4f3ff537231caafc94d1aa.jpg?fit=crop&h=300&w=300,Confitura de fresa Hacendado 0% azúcares añadidos,Tarro 380 g,"1,60 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/96e0a31447f579cbac22c297e5d7bc30.jpg?fit=crop&h=300&w=300,Confitura de melocotón Hacendado 0% azúcares añadidos,Tarro 380 g,"1,60 €"
Mermelada y miel,https://prod-mercadona.imgix.net/images/a7387cbb030330cc7556ab3da6ce3c4b.jpg?fit=crop&h=300&w=300,Confitura de ciruela Hacendado 0% azúcares añadidos,Tarro 380 g,"1,70 €"
Chocolate,https://prod-mercadona.imgix.net/images/aa3a4cd534eeeb52ad2ddd8fea969c8f.jpg?fit=crop&h=300&w=300,Chocolate negro 85% cacao Hacendado,Tableta 100 g,"1,85 €"
Chocolate,https://prod-mercadona.imgix.net/images/c402c82c0caf8ff549ec508651892379.jpg?fit=crop&h=300&w=300,Chocolate negro fundir Hacendado,Tableta 200 g,"2,40 €"
Chocolate,https://prod-mercadona.imgix.net/images/ea3105dd068b18f0ea0d95be392e7b31.jpg?fit=crop&h=300&w=300,Porciones de Chocolate negro 72% cacao extrafino Hacendado,Paquete 200 g,"3,00 €"
Chocolate,https://prod-mercadona.imgix.net/images/4420d7983d5cf8a40c77bed7bff24b70.jpg?fit=crop&h=300&w=300,Chocolate 70% negro Valor 0% azúcares añadidos,Tableta 100 g,"2,15 €"
Chocolate,https://prod-mercadona.imgix.net/images/0a756c531b9150f8cf53ae207177a9df.jpg?fit=crop&h=300&w=300,Chocolate negro 72% de cacao Hacendado,Tableta 100 g,"1,65 €"
Chocolate,https://prod-mercadona.imgix.net/images/eaa7b0c290fa3564a97b9561b5086bb2.jpg?fit=crop&h=300&w=300,Chocolate negro 55% cacao Hacendado con almendras,Tableta 200 g,"2,00 €"
Chocolate,https://prod-mercadona.imgix.net/images/aa913b2fa1c66a54865c286a31ccb51c.jpg?fit=crop&h=300&w=300,Chocolate puro Valor,Tableta 300 g,"4,15 €"
Chocolate,https://prod-mercadona.imgix.net/images/ead7ea5732f3e057832087a856597100.jpg?fit=crop&h=300&w=300,Chocolate puro Valor con almendras enteras,Tableta 250 g,"4,15 €"
Chocolate,https://prod-mercadona.imgix.net/images/e05094b855898f2a8aa78e9142168489.jpg?fit=crop&h=300&w=300,Chocolate negro relleno de mousse Hacendado,Tableta 140 g,"2,20 €"
Chocolate,https://prod-mercadona.imgix.net/images/388d58b7f7976656eaf9ec945411b92e.jpg?fit=crop&h=300&w=300,Chocolatinas de chocolate negro Royal Mints 49% rellenas de crema sabor a menta,Caja 200 g,"1,90 €"
Chocolate,https://prod-mercadona.imgix.net/images/5a6ad3c58e5310b8079675594f796bab.jpg?fit=crop&h=300&w=300,Gotas de chocolate negro para fundir Hacendado,Paquete 250 g,"2,25 €"
Chocolate,https://prod-mercadona.imgix.net/images/fd4ecfe9fd8242a4b509d1b639c4ab44.jpg?fit=crop&h=300&w=300,Chocolate negro 72% de cacao Hacendado con almendras enteras,Tableta 200 g,"2,50 €"
Chocolate,https://prod-mercadona.imgix.net/images/1209dafa6d1af6bc9ab3641709b1a54e.jpg?fit=crop&h=300&w=300,Porciones de Chocolate negro 85% cacao extrafino Hacendado,Paquete 200 g,"3,20 €"
Chocolate,https://prod-mercadona.imgix.net/images/a26b2b2c23a207dbabd934db709a4e36.jpg?fit=crop&h=300&w=300,Chocolate negro 72% cacao Hacendado con trozos de naranja,Tableta 100 g,"1,85 €"
Chocolate,https://prod-mercadona.imgix.net/images/529a8fa095ca6cf09ba9c09595e26e05.jpg?fit=crop&h=300&w=300,Chocolate negro 85% cacao extrafino y edulcorante Hacendado 0% azúcares añadidos,Tableta 100 g,"1,70 €"
Chocolate,https://prod-mercadona.imgix.net/images/e8e32a0506510cdb96d0eb3211d9ac8c.jpg?fit=crop&h=300&w=300,Chocolate negro 70% cacao fundir Hacendado 0% azúcares añadidos,Tableta 200 g,"3,40 €"
Chocolate,https://prod-mercadona.imgix.net/images/6ce76720b67340011d8b5c4d4becfe93.jpg?fit=crop&h=300&w=300,99% cacao negro Hacendado,Tableta 100 g,"2,40 €"
Chocolate,https://prod-mercadona.imgix.net/images/821eb40162ef5fa7ea8f7be8e414c205.jpg?fit=crop&h=300&w=300,Chocolate negro 55% cacao Hacendado,Tableta 150 g,"1,65 €"
Chocolate,https://prod-mercadona.imgix.net/images/80b65f9174658c3ba272ecaf640fb157.jpg?fit=crop&h=300&w=300,Chocolate negro 72% cacao Hacendado con sal rosa,Tableta 100 g,"1,85 €"
Chocolate,https://prod-mercadona.imgix.net/images/555d2327c7901b4da0bbd3e8709df012.jpg?fit=crop&h=300&w=300,Chocolate negro 72% de cacao Hacendado con almendras enteras,Tableta 150 g,"2,40 €"
Chocolate,https://prod-mercadona.imgix.net/images/4fbd4326c624a5c9c03c8df395d755e8.jpg?fit=crop&h=300&w=300,Chocolate con leche classic Hacendado,Tableta 150 g,"1,20 €"
